"Plot Title: 20160401_-_2.5_m_-_Bethel"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 20160401, SEN S/N: 20160401)","Intensity, lum/ft² (LGR S/N: 20160401, SEN S/N: 20160401)","Coupler Attached (LGR S/N: 20160401)","Stopped (LGR S/N: 20160401)","End Of File (LGR S/N: 20160401)"
488,03/19/24 07:00:00 PM,17.189,6.0,,,
489,03/19/24 08:00:00 PM,17.570,3.0,,,
490,03/19/24 09:00:00 PM,17.379,3.0,,,
491,03/19/24 10:00:00 PM,17.284,4.0,,,
492,03/19/24 11:00:00 PM,17.189,3.0,,,
493,03/20/24 12:00:00 AM,17.094,3.0,,,
494,03/20/24 01:00:00 AM,16.999,3.0,,,
495,03/20/24 02:00:00 AM,16.903,2.0,,,
496,03/20/24 03:00:00 AM,16.808,2.0,,,
497,03/20/24 04:00:00 AM,16.713,2.0,,,
498,03/20/24 05:00:00 AM,16.618,3.0,,,
499,03/20/24 06:00:00 AM,16.523,2.0,,,
500,03/20/24 07:00:00 AM,16.523,2.0,,,
501,03/20/24 08:00:00 AM,16.427,17.0,,,
502,03/20/24 09:00:00 AM,16.427,87.0,,,
503,03/20/24 10:00:00 AM,16.523,136.0,,,
504,03/20/24 11:00:00 AM,16.808,184.0,,,
505,03/20/24 12:00:00 PM,16.999,128.0,,,
506,03/20/24 01:00:00 PM,17.284,128.0,,,
507,03/20/24 02:00:00 PM,17.665,152.0,,,
508,03/20/24 03:00:00 PM,17.950,102.0,,,
509,03/20/24 04:00:00 PM,18.140,95.0,,,
510,03/20/24 05:00:00 PM,18.045,54.0,,,
511,03/20/24 06:00:00 PM,17.950,25.0,,,
512,03/20/24 07:00:00 PM,17.665,6.0,,,
513,03/20/24 08:00:00 PM,17.570,2.0,,,
514,03/20/24 09:00:00 PM,17.379,3.0,,,
515,03/20/24 10:00:00 PM,17.284,3.0,,,
516,03/20/24 11:00:00 PM,17.189,2.0,,,
517,03/21/24 12:00:00 AM,17.094,2.0,,,
518,03/21/24 01:00:00 AM,16.999,2.0,,,
519,03/21/24 02:00:00 AM,16.808,2.0,,,
520,03/21/24 03:00:00 AM,16.713,2.0,,,
521,03/21/24 04:00:00 AM,16.523,2.0,,,
522,03/21/24 05:00:00 AM,16.427,2.0,,,
523,03/21/24 06:00:00 AM,16.237,2.0,,,
524,03/21/24 07:00:00 AM,16.141,2.0,,,
525,03/21/24 08:00:00 AM,16.141,9.0,,,
526,03/21/24 09:00:00 AM,16.141,65.0,,,
527,03/21/24 10:00:00 AM,16.332,112.0,,,
528,03/21/24 11:00:00 AM,16.618,120.0,,,
529,03/21/24 12:00:00 PM,16.618,110.0,,,
530,03/21/24 01:00:00 PM,16.999,108.0,,,
531,03/21/24 02:00:00 PM,17.475,119.0,,,
532,03/21/24 03:00:00 PM,17.855,91.0,,,
533,03/21/24 04:00:00 PM,18.140,74.0,,,
534,03/21/24 05:00:00 PM,18.140,50.0,,,
535,03/21/24 06:00:00 PM,18.140,26.0,,,
536,03/21/24 07:00:00 PM,17.950,6.0,,,
537,03/21/24 08:00:00 PM,17.760,3.0,,,
538,03/21/24 09:00:00 PM,17.665,3.0,,,
539,03/21/24 10:00:00 PM,17.475,3.0,,,
540,03/21/24 11:00:00 PM,17.284,2.0,,,
541,03/22/24 12:00:00 AM,17.094,2.0,,,
542,03/22/24 01:00:00 AM,16.903,2.0,,,
543,03/22/24 02:00:00 AM,16.808,2.0,,,
544,03/22/24 03:00:00 AM,16.713,2.0,,,
545,03/22/24 04:00:00 AM,16.618,2.0,,,
546,03/22/24 05:00:00 AM,16.523,2.0,,,
547,03/22/24 06:00:00 AM,16.427,2.0,,,
548,03/22/24 07:00:00 AM,16.332,2.0,,,
549,03/22/24 08:00:00 AM,16.332,18.0,,,
550,03/22/24 09:00:00 AM,16.427,63.0,,,
551,03/22/24 10:00:00 AM,16.618,107.0,,,
552,03/22/24 11:00:00 AM,16.999,120.0,,,
553,03/22/24 12:00:00 PM,17.665,136.0,,,
554,03/22/24 01:00:00 PM,17.665,19.0,,,
555,03/22/24 02:00:00 PM,17.855,50.0,,,
556,03/22/24 03:00:00 PM,17.665,33.0,,,
557,03/22/24 04:00:00 PM,17.475,27.0,,,
558,03/22/24 05:00:00 PM,17.379,11.0,,,
559,03/22/24 06:00:00 PM,16.999,7.0,,,
560,03/22/24 07:00:00 PM,16.808,4.0,,,
561,03/22/24 08:00:00 PM,16.523,2.0,,,
562,03/22/24 09:00:00 PM,16.427,2.0,,,
563,03/22/24 10:00:00 PM,16.332,2.0,,,
564,03/22/24 11:00:00 PM,16.141,2.0,,,
565,03/23/24 12:00:00 AM,16.046,2.0,,,
566,03/23/24 01:00:00 AM,15.951,2.0,,,
567,03/23/24 02:00:00 AM,15.855,2.0,,,
568,03/23/24 03:00:00 AM,15.760,2.0,,,
569,03/23/24 04:00:00 AM,15.664,2.0,,,
570,03/23/24 05:00:00 AM,15.569,2.0,,,
571,03/23/24 06:00:00 AM,15.473,2.0,,,
572,03/23/24 07:00:00 AM,15.473,2.0,,,
573,03/23/24 08:00:00 AM,15.378,9.0,,,
574,03/23/24 09:00:00 AM,15.282,22.0,,,
575,03/23/24 10:00:00 AM,15.473,46.0,,,
576,03/23/24 11:00:00 AM,15.473,64.0,,,
577,03/23/24 12:00:00 PM,15.951,200.0,,,
578,03/23/24 01:00:00 PM,16.332,152.0,,,
579,03/23/24 02:00:00 PM,16.523,168.0,,,
580,03/23/24 03:00:00 PM,17.094,94.0,,,
581,03/23/24 04:00:00 PM,17.189,68.0,,,
582,03/23/24 05:00:00 PM,17.475,57.0,,,
583,03/23/24 06:00:00 PM,17.094,21.0,,,
584,03/23/24 07:00:00 PM,17.189,4.0,,,
585,03/23/24 08:00:00 PM,17.094,3.0,,,
586,03/23/24 09:00:00 PM,16.903,2.0,,,
587,03/23/24 10:00:00 PM,16.713,2.0,,,
588,03/23/24 11:00:00 PM,16.523,2.0,,,
589,03/24/24 12:00:00 AM,16.141,2.0,,,
590,03/24/24 01:00:00 AM,16.141,2.0,,,
591,03/24/24 02:00:00 AM,15.951,2.0,,,
592,03/24/24 03:00:00 AM,15.855,2.0,,,
593,03/24/24 04:00:00 AM,15.760,2.0,,,
594,03/24/24 05:00:00 AM,15.664,2.0,,,
595,03/24/24 06:00:00 AM,15.569,2.0,,,
596,03/24/24 07:00:00 AM,15.473,2.0,,,
597,03/24/24 08:00:00 AM,15.473,13.0,,,
598,03/24/24 09:00:00 AM,15.473,32.0,,,
599,03/24/24 10:00:00 AM,15.473,42.0,,,
600,03/24/24 11:00:00 AM,15.569,72.0,,,
601,03/24/24 12:00:00 PM,15.569,40.0,,,
602,03/24/24 01:00:00 PM,15.760,64.0,,,
603,03/24/24 02:00:00 PM,15.951,144.0,,,
604,03/24/24 03:00:00 PM,15.951,74.0,,,
605,03/24/24 04:00:00 PM,16.141,60.0,,,
606,03/24/24 05:00:00 PM,16.141,38.0,,,
607,03/24/24 06:00:00 PM,16.141,11.0,,,
608,03/24/24 07:00:00 PM,16.046,4.0,,,
609,03/24/24 08:00:00 PM,15.951,3.0,,,
610,03/24/24 09:00:00 PM,15.951,3.0,,,
611,03/24/24 10:00:00 PM,15.951,3.0,,,
612,03/24/24 11:00:00 PM,15.855,3.0,,,
613,03/25/24 12:00:00 AM,15.760,2.0,,,
614,03/25/24 01:00:00 AM,15.760,2.0,,,
615,03/25/24 02:00:00 AM,15.760,2.0,,,
616,03/25/24 03:00:00 AM,15.664,2.0,,,
617,03/25/24 04:00:00 AM,15.664,2.0,,,
618,03/25/24 05:00:00 AM,15.664,2.0,,,
619,03/25/24 06:00:00 AM,15.664,2.0,,,
620,03/25/24 07:00:00 AM,15.569,2.0,,,
621,03/25/24 08:00:00 AM,15.569,5.0,,,
622,03/25/24 09:00:00 AM,15.664,12.0,,,
623,03/25/24 10:00:00 AM,15.664,26.0,,,
624,03/25/24 11:00:00 AM,15.760,15.0,,,
625,03/25/24 12:00:00 PM,15.760,18.0,,,
626,03/25/24 01:00:00 PM,15.855,20.0,,,
627,03/25/24 02:00:00 PM,15.855,16.0,,,
628,03/25/24 03:00:00 PM,15.855,12.0,,,
629,03/25/24 04:00:00 PM,15.951,8.0,,,
630,03/25/24 05:00:00 PM,15.951,6.0,,,
631,03/25/24 06:00:00 PM,15.951,3.0,,,
632,03/25/24 07:00:00 PM,15.855,2.0,,,
633,03/25/24 08:00:00 PM,15.951,2.0,,,
634,03/25/24 09:00:00 PM,15.951,2.0,,,
635,03/25/24 10:00:00 PM,15.855,2.0,,,
636,03/25/24 11:00:00 PM,15.760,2.0,,,
637,03/26/24 12:00:00 AM,15.760,2.0,,,
638,03/26/24 01:00:00 AM,15.760,2.0,,,
639,03/26/24 02:00:00 AM,15.760,2.0,,,
640,03/26/24 03:00:00 AM,15.760,2.0,,,
641,03/26/24 04:00:00 AM,15.664,2.0,,,
642,03/26/24 05:00:00 AM,15.569,2.0,,,
643,03/26/24 06:00:00 AM,15.569,2.0,,,
644,03/26/24 07:00:00 AM,15.473,2.0,,,
645,03/26/24 08:00:00 AM,15.378,7.0,,,
646,03/26/24 09:00:00 AM,15.282,14.0,,,
647,03/26/24 10:00:00 AM,15.187,18.0,,,
648,03/26/24 11:00:00 AM,15.187,15.0,,,
649,03/26/24 12:00:00 PM,15.091,16.0,,,
650,03/26/24 01:00:00 PM,14.996,17.0,,,
651,03/26/24 02:00:00 PM,14.996,16.0,,,
652,03/26/24 03:00:00 PM,14.900,28.0,,,
653,03/26/24 04:00:00 PM,14.900,11.0,,,
654,03/26/24 05:00:00 PM,14.804,14.0,,,
655,03/26/24 06:00:00 PM,14.709,6.0,,,
656,03/26/24 07:00:00 PM,14.613,3.0,,,
657,03/26/24 08:00:00 PM,14.613,2.0,,,
658,03/26/24 09:00:00 PM,14.517,2.0,,,
659,03/26/24 10:00:00 PM,14.421,2.0,,,
660,03/26/24 11:00:00 PM,14.325,2.0,,,
661,03/27/24 12:00:00 AM,14.230,2.0,,,
662,03/27/24 01:00:00 AM,14.230,1.0,,,
663,03/27/24 02:00:00 AM,14.134,2.0,,,
664,03/27/24 03:00:00 AM,14.134,1.0,,,
665,03/27/24 04:00:00 AM,13.942,1.0,,,
666,03/27/24 05:00:00 AM,13.942,1.0,,,
667,03/27/24 06:00:00 AM,13.846,2.0,,,
668,03/27/24 07:00:00 AM,13.846,2.0,,,
669,03/27/24 08:00:00 AM,13.750,17.0,,,
670,03/27/24 09:00:00 AM,13.846,54.0,,,
671,03/27/24 10:00:00 AM,14.038,71.0,,,
672,03/27/24 11:00:00 AM,14.325,83.0,,,
673,03/27/24 12:00:00 PM,14.709,91.0,,,
674,03/27/24 01:00:00 PM,15.378,97.0,,,
675,03/27/24 02:00:00 PM,15.855,85.0,,,
676,03/27/24 03:00:00 PM,16.237,82.0,,,
677,03/27/24 04:00:00 PM,16.427,68.0,,,
678,03/27/24 05:00:00 PM,16.713,43.0,,,
679,03/27/24 06:00:00 PM,16.713,26.0,,,
680,03/27/24 07:00:00 PM,16.523,8.0,,,
681,03/27/24 08:00:00 PM,16.523,3.0,,,
682,03/27/24 09:00:00 PM,16.237,3.0,,,
683,03/27/24 10:00:00 PM,16.332,3.0,,,
684,03/27/24 11:00:00 PM,16.046,2.0,,,
685,03/28/24 12:00:00 AM,15.855,2.0,,,
686,03/28/24 01:00:00 AM,15.664,2.0,,,
687,03/28/24 02:00:00 AM,15.473,2.0,,,
688,03/28/24 03:00:00 AM,15.282,2.0,,,
689,03/28/24 04:00:00 AM,15.091,2.0,,,
690,03/28/24 05:00:00 AM,14.900,2.0,,,
691,03/28/24 06:00:00 AM,14.804,2.0,,,
692,03/28/24 07:00:00 AM,14.709,2.0,,,
693,03/28/24 08:00:00 AM,14.613,15.0,,,
694,03/28/24 09:00:00 AM,14.804,40.0,,,
695,03/28/24 10:00:00 AM,14.804,56.0,,,
696,03/28/24 11:00:00 AM,15.282,74.0,,,
697,03/28/24 12:00:00 PM,15.760,87.0,,,
698,03/28/24 01:00:00 PM,16.046,112.0,,,
699,03/28/24 02:00:00 PM,16.618,102.0,,,
700,03/28/24 03:00:00 PM,17.094,107.0,,,
701,03/28/24 04:00:00 PM,17.284,99.0,,,
702,03/28/24 05:00:00 PM,17.665,89.0,,,
703,03/28/24 06:00:00 PM,17.475,48.0,,,
704,03/28/24 07:00:00 PM,17.475,8.0,,,
705,03/28/24 08:00:00 PM,16.999,4.0,,,
706,03/28/24 09:00:00 PM,17.189,3.0,,,
707,03/28/24 10:00:00 PM,17.189,3.0,,,
708,03/28/24 11:00:00 PM,17.094,3.0,,,
709,03/29/24 12:00:00 AM,16.713,3.0,,,
710,03/29/24 01:00:00 AM,16.618,3.0,,,
711,03/29/24 02:00:00 AM,16.523,2.0,,,
712,03/29/24 03:00:00 AM,16.332,2.0,,,
713,03/29/24 04:00:00 AM,16.237,2.0,,,
714,03/29/24 05:00:00 AM,16.141,2.0,,,
715,03/29/24 06:00:00 AM,16.141,2.0,,,
716,03/29/24 07:00:00 AM,16.046,3.0,,,
717,03/29/24 08:00:00 AM,16.046,16.0,,,
718,03/29/24 09:00:00 AM,16.141,36.0,,,
719,03/29/24 10:00:00 AM,16.332,58.0,,,
720,03/29/24 11:00:00 AM,16.713,76.0,,,
721,03/29/24 12:00:00 PM,16.999,50.0,,,
722,03/29/24 01:00:00 PM,17.475,107.0,,,
723,03/29/24 02:00:00 PM,18.140,128.0,,,
724,03/29/24 03:00:00 PM,18.616,67.0,,,
725,03/29/24 04:00:00 PM,18.806,60.0,,,
726,03/29/24 05:00:00 PM,18.616,65.0,,,
727,03/29/24 06:00:00 PM,18.616,26.0,,,
728,03/29/24 07:00:00 PM,18.616,12.0,,,
729,03/29/24 08:00:00 PM,18.711,4.0,,,
730,03/29/24 09:00:00 PM,18.616,4.0,,,
731,03/29/24 10:00:00 PM,18.521,3.0,,,
732,03/29/24 11:00:00 PM,18.426,3.0,,,
733,03/30/24 12:00:00 AM,18.521,3.0,,,
734,03/30/24 01:00:00 AM,18.521,3.0,,,
735,03/30/24 02:00:00 AM,18.521,3.0,,,
736,03/30/24 03:00:00 AM,18.426,3.0,,,
737,03/30/24 04:00:00 AM,18.331,3.0,,,
738,03/30/24 05:00:00 AM,18.331,3.0,,,
739,03/30/24 06:00:00 AM,18.236,2.0,,,
740,03/30/24 07:00:00 AM,18.236,4.0,,,
741,03/30/24 08:00:00 AM,18.236,24.0,,,
742,03/30/24 09:00:00 AM,18.331,51.0,,,
743,03/30/24 10:00:00 AM,18.616,55.0,,,
744,03/30/24 11:00:00 AM,18.901,86.0,,,
745,03/30/24 12:00:00 PM,19.948,96.0,,,
746,03/30/24 01:00:00 PM,20.424,108.0,,,
747,03/30/24 02:00:00 PM,21.091,95.0,,,
748,03/30/24 03:00:00 PM,21.760,89.0,,,
749,03/30/24 04:00:00 PM,21.855,82.0,,,
750,03/30/24 05:00:00 PM,20.805,53.0,,,
751,03/30/24 06:00:00 PM,21.091,35.0,,,
752,03/30/24 07:00:00 PM,21.378,10.0,,,
753,03/30/24 08:00:00 PM,20.519,4.0,,,
754,03/30/24 09:00:00 PM,21.187,4.0,,,
755,03/30/24 10:00:00 PM,21.282,3.0,,,
756,03/30/24 11:00:00 PM,21.282,3.0,,,
757,03/31/24 12:00:00 AM,20.901,3.0,,,
758,03/31/24 01:00:00 AM,20.805,3.0,,,
759,03/31/24 02:00:00 AM,20.901,3.0,,,
760,03/31/24 03:00:00 AM,20.901,3.0,,,
761,03/31/24 04:00:00 AM,20.996,3.0,,,
762,03/31/24 05:00:00 AM,21.091,3.0,,,
763,03/31/24 06:00:00 AM,20.996,3.0,,,
764,03/31/24 07:00:00 AM,20.805,4.0,,,
765,03/31/24 08:00:00 AM,20.710,11.0,,,
766,03/31/24 09:00:00 AM,20.710,46.0,,,
767,03/31/24 10:00:00 AM,20.901,61.0,,,
768,03/31/24 11:00:00 AM,20.710,48.0,,,
769,03/31/24 12:00:00 PM,20.996,50.0,,,
770,03/31/24 01:00:00 PM,21.282,28.0,,,
771,03/31/24 02:00:00 PM,21.760,120.0,,,
772,03/31/24 03:00:00 PM,21.091,65.0,,,
773,03/31/24 04:00:00 PM,21.855,94.0,,,
774,03/31/24 05:00:00 PM,20.710,47.0,,,
775,03/31/24 06:00:00 PM,23.100,25.0,,,
776,03/31/24 07:00:00 PM,23.004,9.0,,,
777,03/31/24 08:00:00 PM,22.812,4.0,,,
778,03/31/24 09:00:00 PM,22.812,4.0,,,
779,03/31/24 10:00:00 PM,22.333,4.0,,,
780,03/31/24 11:00:00 PM,22.142,3.0,,,
781,04/01/24 12:00:00 AM,22.429,3.0,,,
782,04/01/24 01:00:00 AM,22.333,3.0,,,
783,04/01/24 02:00:00 AM,22.238,3.0,,,
784,04/01/24 03:00:00 AM,22.429,3.0,,,
785,04/01/24 04:00:00 AM,22.429,3.0,,,
786,04/01/24 05:00:00 AM,22.525,3.0,,,
787,04/01/24 06:00:00 AM,22.525,3.0,,,
788,04/01/24 07:00:00 AM,22.525,4.0,,,
789,04/01/24 08:00:00 AM,22.429,18.0,,,
790,04/01/24 09:00:00 AM,22.429,17.0,,,
791,04/01/24 10:00:00 AM,22.525,28.0,,,
792,04/01/24 11:00:00 AM,22.525,24.0,,,
793,04/01/24 12:00:00 PM,22.525,30.0,,,
794,04/01/24 01:00:00 PM,22.717,29.0,,,
795,04/01/24 02:00:00 PM,22.525,12.0,,,
796,04/01/24 03:00:00 PM,22.717,13.0,,,
797,04/01/24 04:00:00 PM,22.621,10.0,,,
798,04/01/24 05:00:00 PM,22.812,10.0,,,
799,04/01/24 06:00:00 PM,22.717,6.0,,,
800,04/01/24 07:00:00 PM,22.333,3.0,,,
801,04/01/24 08:00:00 PM,22.812,3.0,,,
802,04/01/24 09:00:00 PM,22.812,3.0,,,
803,04/01/24 10:00:00 PM,22.717,3.0,,,
804,04/01/24 11:00:00 PM,22.621,3.0,,,
805,04/02/24 12:00:00 AM,22.525,3.0,,,
806,04/02/24 01:00:00 AM,22.525,3.0,,,
807,04/02/24 02:00:00 AM,22.429,3.0,,,
808,04/02/24 03:00:00 AM,22.333,3.0,,,
809,04/02/24 04:00:00 AM,22.238,3.0,,,
810,04/02/24 05:00:00 AM,22.238,3.0,,,
811,04/02/24 06:00:00 AM,22.142,3.0,,,
812,04/02/24 07:00:00 AM,21.951,3.0,,,
813,04/02/24 08:00:00 AM,21.664,10.0,,,
814,04/02/24 09:00:00 AM,21.569,16.0,,,
815,04/02/24 10:00:00 AM,21.378,20.0,,,
816,04/02/24 11:00:00 AM,21.187,15.0,,,
817,04/02/24 12:00:00 PM,21.091,46.0,,,
818,04/02/24 01:00:00 PM,20.901,32.0,,,
819,04/02/24 02:00:00 PM,20.805,38.0,,,
820,04/02/24 03:00:00 PM,20.615,37.0,,,
821,04/02/24 04:00:00 PM,20.424,30.0,,,
822,04/02/24 05:00:00 PM,20.234,9.0,,,
823,04/02/24 06:00:00 PM,20.043,10.0,,,
824,04/02/24 07:00:00 PM,19.948,6.0,,,
825,04/02/24 08:00:00 PM,19.758,3.0,,,
826,04/02/24 09:00:00 PM,19.567,2.0,,,
827,04/02/24 10:00:00 PM,19.472,2.0,,,
828,04/02/24 11:00:00 PM,19.377,2.0,,,
829,04/03/24 12:00:00 AM,19.187,2.0,,,
830,04/03/24 01:00:00 AM,19.092,2.0,,,
831,04/03/24 02:00:00 AM,18.901,2.0,,,
832,04/03/24 03:00:00 AM,18.806,2.0,,,
833,04/03/24 04:00:00 AM,18.711,2.0,,,
834,04/03/24 05:00:00 AM,18.521,2.0,,,
835,04/03/24 06:00:00 AM,18.426,2.0,,,
836,04/03/24 07:00:00 AM,18.236,4.0,,,
837,04/03/24 08:00:00 AM,18.140,8.0,,,
838,04/03/24 09:00:00 AM,18.045,30.0,,,
839,04/03/24 10:00:00 AM,17.950,17.0,,,
840,04/03/24 11:00:00 AM,17.760,20.0,,,
841,04/03/24 12:00:00 PM,17.760,55.0,,,
842,04/03/24 01:00:00 PM,17.665,46.0,,,
843,04/03/24 02:00:00 PM,17.570,22.0,,,
844,04/03/24 03:00:00 PM,17.665,75.0,,,
845,04/03/24 04:00:00 PM,17.665,84.0,,,
846,04/03/24 05:00:00 PM,17.665,52.0,,,
847,04/03/24 06:00:00 PM,17.570,16.0,,,
848,04/03/24 07:00:00 PM,17.475,10.0,,,
849,04/03/24 08:00:00 PM,17.284,3.0,,,
850,04/03/24 09:00:00 PM,17.284,2.0,,,
851,04/03/24 10:00:00 PM,17.189,2.0,,,
852,04/03/24 11:00:00 PM,17.094,2.0,,,
853,04/04/24 12:00:00 AM,16.903,2.0,,,
854,04/04/24 01:00:00 AM,16.808,2.0,,,
855,04/04/24 02:00:00 AM,16.713,2.0,,,
856,04/04/24 03:00:00 AM,16.618,2.0,,,
857,04/04/24 04:00:00 AM,16.523,2.0,,,
858,04/04/24 05:00:00 AM,16.427,2.0,,,
859,04/04/24 06:00:00 AM,16.237,2.0,,,
860,04/04/24 07:00:00 AM,16.141,3.0,,,
861,04/04/24 08:00:00 AM,16.046,14.0,,,
862,04/04/24 09:00:00 AM,16.141,66.0,,,
863,04/04/24 10:00:00 AM,16.237,80.0,,,
864,04/04/24 11:00:00 AM,16.427,76.0,,,
865,04/04/24 12:00:00 PM,16.903,102.0,,,
866,04/04/24 01:00:00 PM,17.284,124.0,,,
867,04/04/24 02:00:00 PM,17.475,76.0,,,
868,04/04/24 03:00:00 PM,17.379,32.0,,,
869,04/04/24 04:00:00 PM,17.570,51.0,,,
870,04/04/24 05:00:00 PM,17.379,28.0,,,
871,04/04/24 06:00:00 PM,17.379,67.0,,,
872,04/04/24 07:00:00 PM,17.189,8.0,,,
873,04/04/24 08:00:00 PM,17.094,3.0,,,
874,04/04/24 09:00:00 PM,16.999,3.0,,,
875,04/04/24 10:00:00 PM,16.903,3.0,,,
876,04/04/24 11:00:00 PM,16.903,3.0,,,
877,04/05/24 12:00:00 AM,16.713,3.0,,,
878,04/05/24 01:00:00 AM,16.713,2.0,,,
879,04/05/24 02:00:00 AM,16.618,3.0,,,
880,04/05/24 03:00:00 AM,16.523,2.0,,,
881,04/05/24 04:00:00 AM,16.427,2.0,,,
882,04/05/24 05:00:00 AM,16.332,2.0,,,
883,04/05/24 06:00:00 AM,16.332,2.0,,,
884,04/05/24 07:00:00 AM,16.237,4.0,,,
885,04/05/24 08:00:00 AM,16.237,17.0,,,
886,04/05/24 09:00:00 AM,16.332,38.0,,,
887,04/05/24 10:00:00 AM,16.618,57.0,,,
888,04/05/24 11:00:00 AM,16.999,68.0,,,
889,04/05/24 12:00:00 PM,17.855,90.0,,,
890,04/05/24 01:00:00 PM,18.331,99.0,,,
891,04/05/24 02:00:00 PM,19.282,126.0,,,
892,04/05/24 03:00:00 PM,19.758,136.0,,,
893,04/05/24 04:00:00 PM,20.138,104.0,,,
894,04/05/24 05:00:00 PM,18.236,111.0,,,
895,04/05/24 06:00:00 PM,18.426,46.0,,,
896,04/05/24 07:00:00 PM,18.806,15.0,,,
897,04/05/24 08:00:00 PM,19.948,4.0,,,
898,04/05/24 09:00:00 PM,19.092,4.0,,,
899,04/05/24 10:00:00 PM,19.092,4.0,,,
900,04/05/24 11:00:00 PM,19.092,3.0,,,
901,04/06/24 12:00:00 AM,18.806,3.0,,,
902,04/06/24 01:00:00 AM,18.616,3.0,,,
903,04/06/24 02:00:00 AM,18.426,3.0,,,
904,04/06/24 03:00:00 AM,18.140,3.0,,,
905,04/06/24 04:00:00 AM,17.855,3.0,,,
906,04/06/24 05:00:00 AM,17.665,3.0,,,
907,04/06/24 06:00:00 AM,17.379,3.0,,,
908,04/06/24 07:00:00 AM,17.094,5.0,,,
909,04/06/24 08:00:00 AM,16.999,18.0,,,
910,04/06/24 09:00:00 AM,16.903,28.0,,,
911,04/06/24 10:00:00 AM,17.094,64.0,,,
912,04/06/24 11:00:00 AM,17.284,101.0,,,
913,04/06/24 12:00:00 PM,17.760,125.0,,,
914,04/06/24 01:00:00 PM,18.331,176.0,,,
915,04/06/24 02:00:00 PM,18.521,160.0,,,
916,04/06/24 03:00:00 PM,19.092,184.0,,,
917,04/06/24 04:00:00 PM,19.092,160.0,,,
918,04/06/24 05:00:00 PM,19.282,116.0,,,
919,04/06/24 06:00:00 PM,19.092,60.0,,,
920,04/06/24 07:00:00 PM,19.377,14.0,,,
921,04/06/24 08:00:00 PM,19.187,4.0,,,
922,04/06/24 09:00:00 PM,18.806,4.0,,,
923,04/06/24 10:00:00 PM,18.711,4.0,,,
924,04/06/24 11:00:00 PM,18.521,4.0,,,
925,04/07/24 12:00:00 AM,18.711,3.0,,,
926,04/07/24 01:00:00 AM,18.426,3.0,,,
927,04/07/24 02:00:00 AM,18.236,3.0,,,
928,04/07/24 03:00:00 AM,18.236,3.0,,,
929,04/07/24 04:00:00 AM,18.140,3.0,,,
930,04/07/24 05:00:00 AM,18.045,3.0,,,
931,04/07/24 06:00:00 AM,18.045,3.0,,,
932,04/07/24 07:00:00 AM,17.950,5.0,,,
933,04/07/24 08:00:00 AM,18.045,24.0,,,
934,04/07/24 09:00:00 AM,18.140,37.0,,,
935,04/07/24 10:00:00 AM,18.331,53.0,,,
936,04/07/24 11:00:00 AM,18.711,78.0,,,
937,04/07/24 12:00:00 PM,19.282,92.0,,,
938,04/07/24 01:00:00 PM,19.472,121.0,,,
939,04/07/24 02:00:00 PM,19.758,144.0,,,
940,04/07/24 03:00:00 PM,19.948,160.0,,,
941,04/07/24 04:00:00 PM,20.234,152.0,,,
942,04/07/24 05:00:00 PM,20.424,116.0,,,
943,04/07/24 06:00:00 PM,20.329,53.0,,,
944,04/07/24 07:00:00 PM,20.234,13.0,,,
945,04/07/24 08:00:00 PM,19.853,4.0,,,
946,04/07/24 09:00:00 PM,19.758,4.0,,,
947,04/07/24 10:00:00 PM,19.662,4.0,,,
948,04/07/24 11:00:00 PM,19.567,4.0,,,
949,04/08/24 12:00:00 AM,19.472,3.0,,,
950,04/08/24 01:00:00 AM,19.472,3.0,,,
951,04/08/24 02:00:00 AM,19.377,3.0,,,
952,04/08/24 03:00:00 AM,19.282,3.0,,,
953,04/08/24 04:00:00 AM,19.187,3.0,,,
954,04/08/24 05:00:00 AM,19.187,3.0,,,
955,04/08/24 06:00:00 AM,19.092,3.0,,,
956,04/08/24 07:00:00 AM,18.996,6.0,,,
957,04/08/24 08:00:00 AM,19.092,22.0,,,
958,04/08/24 09:00:00 AM,19.282,45.0,,,
959,04/08/24 10:00:00 AM,19.472,76.0,,,
960,04/08/24 11:00:00 AM,19.758,76.0,,,
961,04/08/24 12:00:00 PM,19.853,104.0,,,
962,04/08/24 01:00:00 PM,20.329,106.0,,,
963,04/08/24 02:00:00 PM,19.472,8.0,,,
964,04/08/24 03:00:00 PM,20.043,136.0,,,
965,04/08/24 04:00:00 PM,20.234,128.0,,,
966,04/08/24 05:00:00 PM,20.424,87.0,,,
967,04/08/24 06:00:00 PM,21.855,40.0,,,
968,04/08/24 07:00:00 PM,21.760,10.0,,,
969,04/08/24 08:00:00 PM,21.664,4.0,,,
970,04/08/24 09:00:00 PM,21.664,4.0,,,
971,04/08/24 10:00:00 PM,21.473,4.0,,,
972,04/08/24 11:00:00 PM,21.473,4.0,,,
973,04/09/24 12:00:00 AM,21.282,3.0,,,
974,04/09/24 01:00:00 AM,21.187,3.0,,,
975,04/09/24 02:00:00 AM,21.091,3.0,,,
976,04/09/24 03:00:00 AM,20.996,3.0,,,
977,04/09/24 04:00:00 AM,20.901,3.0,,,
978,04/09/24 05:00:00 AM,20.805,3.0,,,
979,04/09/24 06:00:00 AM,20.615,3.0,,,
980,04/09/24 07:00:00 AM,20.424,6.0,,,
